canonical,kind,raw,year_start,year_end,recode,unit,level,status,note
a_o,rename,a_o,2004,2011,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2004-2011, 3 of 14 years) — absent years come back as a marked all-NA column."
aÑo,rename,aÑo,2005,2025,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2005-2025, 11 of 14 years) — absent years come back as a marked all-NA column."
conglome,rename,conglome,2004,2025,,,,continuous,número de conglomerado :: QUESTION REWORDED across years — check for a redefinition.
d611b,rename,d611b,2004,2025,,,,continuous,"(deflactado , anualizado) ¿cuánto fue el monto total por la compra o servicio? :: QUESTION REWORDED across years — check for a redefinition."
d611c,rename,d611c,2004,2025,,,,continuous,"(deflactado , anualizado ) ¿en cuánto estima el valor del ...? :: QUESTION REWORDED across years — check for a redefinition."
d611c2,rename,d611c2,2020,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto cree que le costaria si tuviera que pagar por e :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
d611c3,rename,d611c3,2020,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto cree que le costaria si tuviera que pagar por e :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
d611c4,rename,d611c4,2020,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto cree que le costaria si tuviera que pagar por e :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
d611c5,rename,d611c5,2020,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto cree que le costaria si tuviera que pagar por e :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
d611c6,rename,d611c6,2020,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto cree que le costaria si tuviera que pagar por e :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
dominio,rename,dominio,2004,2025,,,,recode_confirmed,"CODING CONFIRMED TO HAVE MOVED, from the DATA (not the labels): minimum moves [1, 2] — values shifted. Detected by a MINIMUM SHIFT in the observed value set — the silent-flip signature (0/1 -> 1/2). Counts do not move their minimum, so this test does not false-positive on them (p104/mieperho/p208a all pass clean). dominio geográfico :: QUESTION REWORDED across years — check for a redefinition."
estrato,rename,estrato,2004,2025,,,,label_change,estrato geográfico :: QUESTION REWORDED across years — check for a redefinition.
factor07,rename,factor07,2004,2025,,,,continuous,factor de expanción de hogar proyección cpv 2007 :: QUESTION REWORDED across years — check for a redefinition.
factor_p,rename,factor_p,2020,2020,,,,continuous,"factor de expansión anual - tipo presencial - proyecciones cpv-2007 :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked all-NA column."
hogar,rename,hogar,2004,2025,,,,continuous,hogar :: QUESTION REWORDED across years — check for a redefinition.
i611b,rename,i611b,2004,2025,,,,continuous,"(imputado, deflactado, anualizado) ¿cuánto fue el monto total por la compra o se :: QUESTION REWORDED across years — check for a redefinition."
i611c,rename,i611c,2004,2025,,,,continuous,"(imputado, deflactado, anualizado) ¿en cuánto estima el valor del ...? :: QUESTION REWORDED across years — check for a redefinition."
i611c2,rename,i611c2,2020,2025,,,,continuous,"(imputado, deflactado, anualizado) ¿cuánto cree que le costaria si tuviera que p :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
i611c3,rename,i611c3,2020,2025,,,,continuous,"(imputado, deflactado, anualizado) ¿cuánto cree que le costaria si tuviera que p :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
i611c4,rename,i611c4,2020,2025,,,,continuous,"(imputado, deflactado, anualizado) ¿cuánto cree que le costaria si tuviera que p :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
i611c5,rename,i611c5,2020,2025,,,,continuous,"(imputado, deflactado, anualizado) ¿cuánto cree que le costaria si tuviera que p :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
i611c6,rename,i611c6,2020,2025,,,,continuous,"(imputado, deflactado, anualizado) ¿cuánto cree que le costaria si tuviera que p :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
mes,rename,mes,2004,2025,,,,continuous,mes de ejecución de la encuesta :: QUESTION REWORDED across years — check for a redefinition.
nconglome,rename,nconglome,2020,2025,,,,continuous,"número de conglomerado (proveniente del marco) :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p611,rename,p611,2004,2025,,,,label_change,en los últimos 12 meses ud. o algún miembro obtuvieron o hicieron uso de : otros :: QUESTION REWORDED across years — check for a redefinition.
p611a1,rename,p611a1,2004,2025,,,,label_change,¿ cómo obtuvieron el ... ? : pagado por algún miembro de este hogar :: QUESTION REWORDED across years — check for a redefinition.
p611a2,rename,p611a2,2004,2025,,,,label_change,¿ cómo obtuvieron el ... ? : autoconsumo :: QUESTION REWORDED across years — check for a redefinition.
p611a3,rename,p611a3,2004,2025,,,,label_change,¿ cómo obtuvieron el ... ? : autosuministro :: QUESTION REWORDED across years — check for a redefinition.
p611a4,rename,p611a4,2004,2025,,,,label_change,¿ cómo obtuvieron el ... ? : regalado o pagado por miembro de otro hogar :: QUESTION REWORDED across years — check for a redefinition.
p611a5,rename,p611a5,2004,2025,,,,label_change,¿ cómo obtuvieron el ... ? : no gastó :: QUESTION REWORDED across years — check for a redefinition.
p611a6,rename,p611a6,2004,2025,,,,label_change,¿ cómo obtuvieron el ... ? : otro :: QUESTION REWORDED across years — check for a redefinition.
p611a7,rename,p611a7,2004,2025,,,,label_change,¿ cómo obtuvieron el ... ? : no sabe/no responde :: QUESTION REWORDED across years — check for a redefinition.
p611aa,rename,p611aa,2004,2025,,,,code_change,"¿ dónde lo compró ? :: CODING MOVED UNDER A STABLE NAME — 2005: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11 | 2007: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2008: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2009: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2010: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2012: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2013: 1, 2, 3, 4, 5, 6, 7, 8. Do not pool on a code without checking the year."
p611b,rename,p611b,2004,2025,,,,continuous,¿ cuánto fue el monto total por la compra o servicio ? :: QUESTION REWORDED across years — check for a redefinition.
p611c,rename,p611c,2004,2025,,,,continuous,¿ en cuánto estima el valor de ... ? :: QUESTION REWORDED across years — check for a redefinition.
p611c2,rename,p611c2,2020,2025,,,,continuous,"¿cuánto cree que le costaria si tuviera que pagar por este producto o servicio? :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p611c3,rename,p611c3,2020,2025,,,,continuous,"¿cuánto cree que le costaria si tuviera que pagar por este producto o servicio? :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p611c4,rename,p611c4,2020,2025,,,,continuous,"¿cuánto cree que le costaria si tuviera que pagar por este producto o servicio? :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p611c5,rename,p611c5,2020,2025,,,,continuous,"¿cuánto cree que le costaria si tuviera que pagar por este producto o servicio? :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p611c6,rename,p611c6,2020,2025,,,,continuous,"¿cuánto cree que le costaria si tuviera que pagar por este producto o servicio? :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p611n,rename,p611n,2004,2025,,,,stable,otros bienes y servicios
sub_conglome,rename,sub_conglome,2020,2025,,,,continuous,"número de subconglomerado (proveniente del marco) :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
t611n,rename,t611n,2004,2025,,,,label_change,recodificacion de p611_otros :: QUESTION REWORDED across years — check for a redefinition.
ticuest0,rename,ticuest0,2011,2012,,,,intermittent,"origen de cuestionario :: NOT COLLECTED EVERY YEAR (present 2011-2012, 2 of 14 years) — absent years come back as a marked all-NA column."
ticuest01,rename,ticuest01,2013,2025,,,,recode_confirmed,"CODING CONFIRMED TO HAVE MOVED, from the DATA (not the labels): minimum moves [1, 2] — values shifted. Detected by a MINIMUM SHIFT in the observed value set — the silent-flip signature (0/1 -> 1/2). Counts do not move their minimum, so this test does not false-positive on them (p104/mieperho/p208a all pass clean). origen de cuestionario :: NOT COLLECTED EVERY YEAR (present 2013-2025, 5 of 14 years) — absent years come back as a mark"
tipocuestionario,rename,tipocuestionario,2020,2020,,,,recode_confirmed,"CODING CONFIRMED TO HAVE MOVED, from the DATA (not the labels): minimum moves [0, 1] — values shifted. Detected by a MINIMUM SHIFT in the observed value set — the silent-flip signature (0/1 -> 1/2). Counts do not move their minimum, so this test does not false-positive on them (p104/mieperho/p208a all pass clean). tipo de cuestionario :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked"
tipoentrevista,rename,tipoentrevista,2020,2020,,,,intermittent,"tipo de entrevista :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked all-NA column."
ubigeo,rename,ubigeo,2004,2025,,,,continuous,código de distrito ( ubicación geográfica ) :: QUESTION REWORDED across years — check for a redefinition.
vivienda,rename,vivienda,2004,2025,,,,continuous,número de selección de la vivienda :: QUESTION REWORDED across years — check for a redefinition.
