canonical,kind,raw,year_start,year_end,recode,unit,level,status,note
a_o,rename,a_o,2004,2011,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2004-2011, 3 of 14 years) — absent years come back as a marked all-NA column."
aÑo,rename,aÑo,2005,2025,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2005-2025, 11 of 14 years) — absent years come back as a marked all-NA column."
codinfor,rename,codinfor,2007,2011,,,,continuous,"código de informante :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
codperso,rename,codperso,2004,2007,,,,continuous,"código de persona :: NOT COLLECTED EVERY YEAR (present 2004-2007, 4 of 14 years) — absent years come back as a marked all-NA column."
conglome,rename,conglome,2004,2025,,,,continuous,número de conglomerado :: QUESTION REWORDED across years — check for a redefinition.
dominio,rename,dominio,2004,2025,,,,label_change,dominio geográfico :: QUESTION REWORDED across years — check for a redefinition.
estrato,rename,estrato,2004,2025,,,,label_change,estrato geográfico :: QUESTION REWORDED across years — check for a redefinition.
factor07,rename,factor07,2004,2025,,,,continuous,factor de expanción de hogar proyección cpv 2007 :: QUESTION REWORDED across years — check for a redefinition.
factor_p,rename,factor_p,2020,2020,,,,continuous,"factor de expansión anual - tipo presencial - proyecciones cpv-2007 :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked all-NA column."
hogar,rename,hogar,2004,2025,,,,continuous,hogar :: QUESTION REWORDED across years — check for a redefinition.
mes,rename,mes,2004,2025,,,,continuous,mes de ejecución de la encuesta :: QUESTION REWORDED across years — check for a redefinition.
nconglome,rename,nconglome,2020,2025,,,,continuous,"número de conglomerado (proveniente del marco) :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p700i,rename,p700i,2012,2025,,,,continuous,"informante cap700 :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p701_01,rename,p701_01,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p701_02,rename,p701_02,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p701_03,rename,p701_03,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p701_04,rename,p701_04,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p701_05,rename,p701_05,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p701_06,rename,p701_06,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p701_07,rename,p701_07,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p701_08,rename,p701_08,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p701_09,rename,p701_09,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p701_10,rename,p701_10,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 4 of 14 years) — absent years come back as a marked all-NA column."
p701_11,rename,p701_11,2012,2013,,,,intermittent,"¿ud. o algún miembro de su hogar ha recibido ayuda alimentaria o nutricional de :: NOT COLLECTED EVERY YEAR (present 2012-2013, 2 of 14 years) — absent years come back as a marked all-NA column."
p702,rename,p702,2004,2011,,,,continuous,"¿ quiénes recibieron la ayuda alimentaria ? ( código de persona ) :: NOT COLLECTED EVERY YEAR (present 2004-2011, 7 of 14 years) — absent years come back as a marked all-NA column."
p703,rename,p703,2004,2011,,,,code_change,"¿ qué programas sociales de ayuda alimentaria recibió ? :: CODING MOVED UNDER A STABLE NAME — 2005: 1, 2, 3, 4, 5, 6 | 2007: 1, 2, 3, 4, 5, 6, 7 | 2008: 1, 2, 3, 4, 5, 6, 7 | 2009: 1, 2, 3, 4, 5, 6, 7 | 2010: 1, 2, 3, 4, 5, 6, 7. Do not pool on a code without checking the year."
p703a,rename,p703a,2004,2004,,,,continuous,"¿qué programas sociales de ayuda alimentaria recibió : (sólo para may-jun del 20 :: NOT COLLECTED EVERY YEAR (present 2004-2004, 1 of 14 years) — absent years come back as a marked all-NA column."
p704,rename,p704,2004,2011,,,,intermittent,"¿ dónde recibió ? :: NOT COLLECTED EVERY YEAR (present 2004-2011, 8 of 14 years) — absent years come back as a marked all-NA column."
p705,rename,p705,2004,2011,,,,label_change,"¿ con qué frecuencia recibió ? :: NOT COLLECTED EVERY YEAR (present 2004-2011, 8 of 14 years) — absent years come back as a marked all-NA column."
p705a,rename,p705a,2004,2006,,,,intermittent,"le alcanzo para :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p706,rename,p706,2004,2006,,,,intermittent,"¿ paga o retribuye ud. de alguna forma esta ayuda alimentaria ? :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p7061,rename,p7061,2007,2011,,,,intermittent,"¿paga o retribuye ...? - sí, pagó en dinero :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
p7062,rename,p7062,2007,2011,,,,intermittent,"¿paga o retribuye ...? - sí, pagó realizando alguna labor :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
p7063,rename,p7063,2007,2011,,,,intermittent,"¿paga o retribuye ...? - sí, pagó en especies :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
p7064,rename,p7064,2007,2011,,,,intermittent,"¿paga o retribuye ...? - no pagó :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
p7065,rename,p7065,2007,2011,,,,intermittent,"¿paga o retribuye ...? - no sabe :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
p706a,rename,p706a,2004,2006,,,,intermittent,"pago :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p706a1,rename,p706a1,2007,2011,,,,intermittent,"¿pagó: por el alimento? :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
p706a2,rename,p706a2,2007,2011,,,,intermittent,"¿pagó: por transportes? :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
p706a3,rename,p706a3,2007,2011,,,,intermittent,"¿pagó: otros? :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
p706a4,rename,p706a4,2007,2011,,,,intermittent,"no sabe :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
p707,rename,p707,2004,2006,,,,label_change,"el alimento recibido, ¿ fue suficiente ? (sólo para may-jun del 2004 ) :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p708,rename,p708,2004,2004,,,,continuous,"¿ por qué ? (sólo para may-jun del 2004 ) :: NOT COLLECTED EVERY YEAR (present 2004-2004, 1 of 14 years) — absent years come back as a marked all-NA column."
p708a,rename,p708a,2004,2006,,,,intermittent,"¿compartió el alimento con otros miembros del hogar? :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p708b,rename,p708b,2004,2006,,,,intermittent,"¿los alimentos que recibe generalmente, están en buen estado? :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p710_01,rename,p710_01,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programa nacional waw :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p710_02,rename,p710_02,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programa nacional con :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p710_03,rename,p710_03,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programa de apoyo dir :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p710_04,rename,p710_04,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programa de prevenció :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p710_05,rename,p710_05,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programa bono de grat :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p710_06,rename,p710_06,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programa nacional de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p710_07,rename,p710_07,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programas de becas y :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p710_08,rename,p710_08,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programa de capacitac :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p710_09,rename,p710_09,2012,2020,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programa de emergenci :: NOT COLLECTED EVERY YEAR (present 2012-2020, 5 of 14 years) — absent years come back as a marked all-NA column."
p710_10,rename,p710_10,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programa especial de :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p710_11,rename,p710_11,2012,2025,,,,label_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : programa techo propio :: NOT COLLECTED EVERY YEAR (present 2012-2025, 6 of 14 years) — absent years come back as a marked all-NA column."
p710_12,rename,p710_12,2012,2025,,,,code_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : otro/a? :: CODING MOVED UNDER A STABLE NAME — 2012: 12 | 2013: 0, 1 | 2014: 0, 1 | 2015: 0, 1 | 2020: 0, 1 | 2025: 0, 1. Do not pool on a code without checking the year."
p710_13,rename,p710_13,2012,2025,,,,code_change,"¿ud. o algún miembro de su hogar ha sido beneficiario de : ? - no recibio :: CODING MOVED UNDER A STABLE NAME — 2012: 13 | 2013: 0, 1 | 2014: 0, 1 | 2015: 0, 1 | 2020: 0, 1 | 2025: 0, 1. Do not pool on a code without checking the year."
p710_14,rename,p710_14,2014,2025,,,,label_change,"en los últimos tres meses, ¿ud. o algún miembro de su hogar ha sido beneficiario :: NOT COLLECTED EVERY YEAR (present 2014-2025, 4 of 14 years) — absent years come back as a marked all-NA column."
p710_15,rename,p710_15,2020,2025,,,,label_change,"en los últimos tres años, ¿ud. o algún miembro de su hogar ha sido beneficiario :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p710_16,rename,p710_16,2020,2020,,,,intermittent,"en los últimos tres años, ¿ud. o algún miembro de su hogar ha sido beneficiario :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked all-NA column."
