canonical,kind,raw,year_start,year_end,recode,unit,level,status,note
aÑo,rename,aÑo,2004,2025,,,,confirmed,año :: QUESTION REWORDED across years — check for a redefinition.
codinfor,rename,codinfor,2004,2025,,,,continuous,código de la persona informante :: QUESTION REWORDED across years — check for a redefinition.
codperso,rename,codperso,2004,2025,,,,continuous,código de la persona :: QUESTION REWORDED across years — check for a redefinition.
conglome,rename,conglome,2004,2025,,,,continuous,conglomerado :: QUESTION REWORDED across years — check for a redefinition.
d311b_0,rename,d311b_0,2020,2020,,,,continuous,"(deflactado, anualizado) ¿cuánto fue el monto de: gasto del hogar en educación? :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 18 years) — absent years come back as a marked all-NA column."
d311b_1,rename,d311b_1,2004,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto fue el monto de : uniforme escolar? :: QUESTION REWORDED across years — check for a redefinition."
d311b_2,rename,d311b_2,2004,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto fue el monto de : obtener calzado escolar? :: QUESTION REWORDED across years — check for a redefinition."
d311b_3,rename,d311b_3,2004,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto fue el monto de : obtener libros y textos? :: QUESTION REWORDED across years — check for a redefinition."
d311b_4,rename,d311b_4,2004,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto fue el monto de : obtener Útiles escolares? :: QUESTION REWORDED across years — check for a redefinition."
d311b_5,rename,d311b_5,2004,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto fue el monto de : obtener matrícula? :: QUESTION REWORDED across years — check for a redefinition."
d311b_6,rename,d311b_6,2004,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto fue el monto de : obtener apafa? :: QUESTION REWORDED across years — check for a redefinition."
d311b_7,rename,d311b_7,2004,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto fue el monto de : obtener otro? :: QUESTION REWORDED across years — check for a redefinition."
d311b_8,rename,d311b_8,2014,2015,,,,continuous,"(deflactado, anualizado) ¿cuánto fue el monto de : laptop del programa una lapto :: NOT COLLECTED EVERY YEAR (present 2014-2015, 2 of 18 years) — absent years come back as a marked all-NA column."
d311d2_0,rename,d311d2_0,2020,2020,,,,continuous,"(deflactado, anualizado) ¿en cuánto estima el valor de autoconsumo: gasto del ho :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 18 years) — absent years come back as a marked all-NA column."
d311d2_1,rename,d311d2_1,2016,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto cree que le costaría si tuviera que pagar por : :: NOT COLLECTED EVERY YEAR (present 2016-2025, 6 of 18 years) — absent years come back as a marked all-NA column."
d311d2_2,rename,d311d2_2,2016,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto cree que le costaría si tuviera que pagar por : :: NOT COLLECTED EVERY YEAR (present 2016-2025, 6 of 18 years) — absent years come back as a marked all-NA column."
d311d2_3,rename,d311d2_3,2016,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto cree que le costaría si tuviera que pagar por : :: NOT COLLECTED EVERY YEAR (present 2016-2025, 6 of 18 years) — absent years come back as a marked all-NA column."
d311d2_4,rename,d311d2_4,2016,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto cree que le costaría si tuviera que pagar por : :: NOT COLLECTED EVERY YEAR (present 2016-2025, 6 of 18 years) — absent years come back as a marked all-NA column."
