canonical,kind,raw,year_start,year_end,recode,unit,level,status,note
a_o,rename,a_o,2004,2011,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2004-2011, 3 of 14 years) — absent years come back as a marked all-NA column."
aÑo,rename,aÑo,2005,2025,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2005-2025, 11 of 14 years) — absent years come back as a marked all-NA column."
conglome,rename,conglome,2004,2025,,,,continuous,número de conglomerado :: QUESTION REWORDED across years — check for a redefinition.
d612g,rename,d612g,2004,2025,,,,continuous,"(deflactado, anualizado) ¿cuánto paga o pagó por el(la) ...? :: QUESTION REWORDED across years — check for a redefinition."
d612h,rename,d612h,2004,2025,,,,continuous,"(deflactado, anualizado) ¿en cuánto estima o cuál es su valor de ...? :: QUESTION REWORDED across years — check for a redefinition."
dominio,rename,dominio,2004,2025,,,,label_change,dominio geográfico :: QUESTION REWORDED across years — check for a redefinition.
estrato,rename,estrato,2004,2025,,,,recode_confirmed,"CODING CONFIRMED TO HAVE MOVED, from the DATA (not the labels): minimum moves [1, 2] — values shifted. Detected by a MINIMUM SHIFT in the observed value set — the silent-flip signature (0/1 -> 1/2). Counts do not move their minimum, so this test does not false-positive on them (p104/mieperho/p208a all pass clean). estrato geográfico :: QUESTION REWORDED across years — check for a redefinition."
factor07,rename,factor07,2004,2025,,,,continuous,factor de expanción de hogar proyección cpv 2007 :: QUESTION REWORDED across years — check for a redefinition.
factor_p,rename,factor_p,2020,2020,,,,continuous,"factor de expansión anual - tipo presencial - proyecciones cpv-2007 :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked all-NA column."
hogar,rename,hogar,2004,2025,,,,continuous,hogar :: QUESTION REWORDED across years — check for a redefinition.
i612g,rename,i612g,2004,2025,,,,continuous,"(imputado, deflactado, anualizado) ¿cuánto paga o pagó por el(la) ...? :: QUESTION REWORDED across years — check for a redefinition."
i612h,rename,i612h,2004,2025,,,,continuous,"(imputado, deflactado, anualizado) ¿en cuánto estima o cuál es su valor de ...? :: QUESTION REWORDED across years — check for a redefinition."
mes,rename,mes,2004,2025,,,,continuous,mes de ejecución de la encuesta :: QUESTION REWORDED across years — check for a redefinition.
nconglome,rename,nconglome,2020,2025,,,,continuous,"número de conglomerado (proveniente del marco) :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p612,rename,p612,2004,2025,,,,label_change,¿su hogar tiene :? :: QUESTION REWORDED across years — check for a redefinition.
p612a,rename,p612a,2004,2025,,,,continuous,¿cuántos tiene? :: QUESTION REWORDED across years — check for a redefinition.
p612b,rename,p612b,2004,2025,,,,label_change,"¿lo usa exclusivamente para el hogar, trabajo o ambos? :: QUESTION REWORDED across years — check for a redefinition."
p612c,rename,p612c,2004,2025,,,,continuous,¿en qué año lo adquirió? :: QUESTION REWORDED across years — check for a redefinition.
p612c1,rename,p612c1,2010,2025,,,,continuous,"mes de adquisición de los equipos/artefactos del hogar :: NOT COLLECTED EVERY YEAR (present 2010-2025, 8 of 14 years) — absent years come back as a marked all-NA column."
p612d,rename,p612d,2005,2006,,,,intermittent,"¿ cómo obtuvo el ...? :: NOT COLLECTED EVERY YEAR (present 2005-2006, 2 of 14 years) — absent years come back as a marked all-NA column."
p612da,rename,p612da,2004,2004,,,,continuous,"¿cómo obtuvo el ...? - sólo para artículos adquiridos desde 1994 ... :: NOT COLLECTED EVERY YEAR (present 2004-2004, 1 of 14 years) — absent years come back as a marked all-NA column."
p612e,rename,p612e,2005,2006,,,,intermittent,"¿ya lo canceló ? :: NOT COLLECTED EVERY YEAR (present 2005-2006, 2 of 14 years) — absent years come back as a marked all-NA column."
p612ea,rename,p612ea,2004,2004,,,,continuous,"¿ya lo canceló? - sólo para artículos adquiridos desde 1994 ... :: NOT COLLECTED EVERY YEAR (present 2004-2004, 1 of 14 years) — absent years come back as a marked all-NA column."
p612f,rename,p612f,2005,2006,,,,intermittent,"¿ con qué frecuencia paga ? :: NOT COLLECTED EVERY YEAR (present 2005-2006, 2 of 14 years) — absent years come back as a marked all-NA column."
p612fa,rename,p612fa,2004,2004,,,,continuous,"¿con qué frecuencia paga? - sólo para artículos adquiridos desde 1994 ... :: NOT COLLECTED EVERY YEAR (present 2004-2004, 1 of 14 years) — absent years come back as a marked all-NA column."
p612g,rename,p612g,2004,2025,,,,continuous,¿cuánto costó? - sólo para artículos adquiridos desde 1995 ... :: QUESTION REWORDED across years — check for a redefinition.
p612ga,rename,p612ga,2004,2006,,,,continuous,"¿cuánto paga o pagó por el(la) ...? - sólo para artículos adquiridos desde 1994 :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p612h,rename,p612h,2004,2025,,,,continuous,"si ud., quisiera comprar el bien... - sólo para artículos adquiridos desde 1995 :: QUESTION REWORDED across years — check for a redefinition."
p612ha,rename,p612ha,2004,2006,,,,continuous,"¿en cuánto estima o cuál es su valor de...? - sólo para artículos adquiridos des :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p612n,rename,p612n,2004,2025,,,,code_change,"equipamiento del hogar :: CODING MOVED UNDER A STABLE NAME — 2005: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22 | 2007: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26 | 2008: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26 | 2009: 1, 2. Do not pool on a code without checking the year."
sub_conglome,rename,sub_conglome,2020,2025,,,,continuous,"número de subconglomerado (proveniente del marco) :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
ticuest0,rename,ticuest0,2011,2012,,,,intermittent,"origen de cuestionario :: NOT COLLECTED EVERY YEAR (present 2011-2012, 2 of 14 years) — absent years come back as a marked all-NA column."
ticuest01,rename,ticuest01,2013,2025,,,,recode_confirmed,"CODING CONFIRMED TO HAVE MOVED, from the DATA (not the labels): minimum moves [1, 2] — values shifted. Detected by a MINIMUM SHIFT in the observed value set — the silent-flip signature (0/1 -> 1/2). Counts do not move their minimum, so this test does not false-positive on them (p104/mieperho/p208a all pass clean). origen de cuestionario :: NOT COLLECTED EVERY YEAR (present 2013-2025, 5 of 14 years) — absent years come back as a mark"
tipocuestionario,rename,tipocuestionario,2020,2020,,,,recode_confirmed,"CODING CONFIRMED TO HAVE MOVED, from the DATA (not the labels): minimum moves [0, 1] — values shifted. Detected by a MINIMUM SHIFT in the observed value set — the silent-flip signature (0/1 -> 1/2). Counts do not move their minimum, so this test does not false-positive on them (p104/mieperho/p208a all pass clean). tipo de cuestionario :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked"
tipoentrevista,rename,tipoentrevista,2020,2020,,,,intermittent,"tipo de entrevista :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked all-NA column."
ubigeo,rename,ubigeo,2004,2025,,,,continuous,código de distrito ( ubicación geográfica ) :: QUESTION REWORDED across years — check for a redefinition.
vivienda,rename,vivienda,2004,2025,,,,continuous,número de selección de la vivienda :: QUESTION REWORDED across years — check for a redefinition.
