canonical,kind,raw,year_start,year_end,recode,unit,level,status,note
a_o,rename,a_o,2006,2011,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2006-2011, 2 of 14 years) — absent years come back as a marked all-NA column."
aÃ‘o,rename,aÃ‘o,2025,2025,,,,confirmed,"aÃ±o de la encuesta :: NOT COLLECTED EVERY YEAR (present 2025-2025, 1 of 14 years) — absent years come back as a marked all-NA column."
aÑo,rename,aÑo,2004,2020,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2004-2020, 11 of 14 years) — absent years come back as a marked all-NA column."
codinfor,rename,codinfor,2004,2025,,,,continuous,código de informante :: QUESTION REWORDED across years — check for a redefinition.
codpers,rename,codpers,2006,2006,,,,continuous,"código de persona ( mayor de 18 años ) :: NOT COLLECTED EVERY YEAR (present 2006-2006, 1 of 14 years) — absent years come back as a marked all-NA column."
codperso,rename,codperso,2004,2025,,,,continuous,código de persona :: QUESTION REWORDED across years — check for a redefinition.
conglome,rename,conglome,2004,2025,,,,continuous,conglomerado :: QUESTION REWORDED across years — check for a redefinition.
dominio,rename,dominio,2004,2025,,,,label_change,dominio :: QUESTION REWORDED across years — check for a redefinition.
estrato,rename,estrato,2004,2025,,,,label_change,estrato :: QUESTION REWORDED across years — check for a redefinition.
facgob07,rename,facgob07,2010,2014,,,,continuous,"factor de expansión anual de gobernabilidad proyecciones cpv-2007 :: NOT COLLECTED EVERY YEAR (present 2010-2014, 3 of 14 years) — absent years come back as a marked all-NA column."
facgob_p,rename,facgob_p,2020,2020,,,,continuous,"factor de expansión anual de gobernabilidad - presencial. proyecciones  cpv-2007 :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked all-NA column."
factor07,rename,factor07,2004,2013,,,,continuous,"factor de expanción de gobernabilidad proyección cpv 2007 :: NOT COLLECTED EVERY YEAR (present 2004-2013, 8 of 14 years) — absent years come back as a marked all-NA column."
famiegob07,rename,famiegob07,2015,2025,,,,continuous,"factor de expansión anual de gobernabilidad proyecciones cpv-2007 :: NOT COLLECTED EVERY YEAR (present 2015-2025, 3 of 14 years) — absent years come back as a marked all-NA column."
hogar,rename,hogar,2004,2025,,,,continuous,hogar :: QUESTION REWORDED across years — check for a redefinition.
mes,rename,mes,2004,2025,,,,continuous,mes de ejecución de la encuesta :: QUESTION REWORDED across years — check for a redefinition.
nconglome,rename,nconglome,2020,2025,,,,continuous,"número de conglomerado (proveniente del marco) :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p10,rename,p10,2004,2006,,,,label_change,"¿cómo calificaría el servicio de ... ? :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p10_1,rename,p10_1,2007,2025,,,,label_change,"en el perú hay respeto por la libertad de expresión :: NOT COLLECTED EVERY YEAR (present 2007-2025, 9 of 14 years) — absent years come back as a marked all-NA column."
p10_2,rename,p10_2,2007,2025,,,,label_change,"en el perú hay respeto por la igualdad frente a la ley :: NOT COLLECTED EVERY YEAR (present 2007-2025, 9 of 14 years) — absent years come back as a marked all-NA column."
p10_3,rename,p10_3,2007,2025,,,,label_change,"en el perú hay respeto por la libertad política :: NOT COLLECTED EVERY YEAR (present 2007-2025, 9 of 14 years) — absent years come back as a marked all-NA column."
p10_4,rename,p10_4,2007,2025,,,,label_change,"en el perú hay respeto por las elecciones transparentes :: NOT COLLECTED EVERY YEAR (present 2007-2025, 9 of 14 years) — absent years come back as a marked all-NA column."
p11,rename,p11,2004,2006,,,,intermittent,"¿le solicitaron, se sintió obligado o dio voluntariamente retribuciones como: re :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p11_1,rename,p11_1,2007,2011,,,,intermittent,"piensa usted que los políticos - se preocupan por la población :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
p11_2,rename,p11_2,2007,2011,,,,code_change,"piensa usted que los políticos - no cumplen lo que prometen :: CODING MOVED UNDER A STABLE NAME — 2007: 0, 1 | 2008: 0, 2 | 2009: 0, 2 | 2010: 0, 2. Do not pool on a code without checking the year."
p11_3,rename,p11_3,2007,2011,,,,code_change,"piensa usted que los políticos - no son personas capaces / no están preparadas :: CODING MOVED UNDER A STABLE NAME — 2007: 0, 1 | 2008: 0, 3 | 2009: 0, 3 | 2010: 0, 3. Do not pool on a code without checking the year."
p11_4,rename,p11_4,2007,2011,,,,code_change,"piensa usted que los políticos - trabajan para su beneficio personal :: CODING MOVED UNDER A STABLE NAME — 2007: 0, 1 | 2008: 0, 4 | 2009: 0, 4 | 2010: 0, 4. Do not pool on a code without checking the year."
p11_5,rename,p11_5,2007,2011,,,,code_change,"piensa usted que los políticos - son corruptos :: CODING MOVED UNDER A STABLE NAME — 2007: 0, 1 | 2008: 0, 5 | 2009: 0, 5 | 2010: 0, 5. Do not pool on a code without checking the year."
p11_6,rename,p11_6,2007,2011,,,,code_change,"piensa usted que los políticos - otra opinión :: CODING MOVED UNDER A STABLE NAME — 2007: 0, 1 | 2008: 0, 6 | 2009: 0, 6 | 2010: 0, 6. Do not pool on a code without checking the year."
p11_7,rename,p11_7,2007,2011,,,,code_change,"piensa usted que los políticos - no sabe :: CODING MOVED UNDER A STABLE NAME — 2007: 0, 1 | 2008: 0, 8 | 2009: 0, 8 | 2010: 0, 8. Do not pool on a code without checking the year."
p12,rename,p12,2004,2011,,,,label_change,"¿cuánto fue el monto total gastado en regalos, propinas, sobornos, coimas etc. e :: NOT COLLECTED EVERY YEAR (present 2004-2011, 8 of 14 years) — absent years come back as a marked all-NA column."
p13,rename,p13,2004,2006,,,,intermittent,"cuando le solicitaron o dio voluntariamente retribuciones los regalos, propinas, :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 14 years) — absent years come back as a marked all-NA column."
p13_1,rename,p13_1,2007,2011,,,,intermittent,"se informa de los acontecimientos politicos del pais: por la familia :: NOT COLLECTED EVERY YEAR (present 2007-2011, 5 of 14 years) — absent years come back as a marked all-NA column."
