canonical,kind,raw,year_start,year_end,recode,unit,level,status,note
aÑo,rename,aÑo,2004,2025,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2004-2025, 15 of 16 years) — absent years come back as a marked all-NA column."
año,rename,año,2009,2009,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2009-2009, 1 of 16 years) — absent years come back as a marked all-NA column."
codinfor,rename,codinfor,2004,2025,,,,continuous,codigo del informante :: QUESTION REWORDED across years — check for a redefinition.
codperso,rename,codperso,2004,2025,,,,continuous,código de persona :: QUESTION REWORDED across years — check for a redefinition.
conglome,rename,conglome,2004,2025,,,,continuous,conglomerado :: QUESTION REWORDED across years — check for a redefinition.
d524a1,rename,d524a1,2004,2025,,,,continuous,"deflactado, anualizado - (ocupación principal) ingreso total :: QUESTION REWORDED across years — check for a redefinition."
d524b1,rename,d524b1,2004,2025,,,,continuous,"deflactado, anualizado - (ocupación principal) descuento de ley :: QUESTION REWORDED across years — check for a redefinition."
d524c1,rename,d524c1,2004,2025,,,,continuous,"deflactado, anualizado - (ocupación principal) otros descuentos :: QUESTION REWORDED across years — check for a redefinition."
d524cc1,rename,d524cc1,2004,2006,,,,continuous,"deflactado, anualizado - (ocupación principal) impuestos :: NOT COLLECTED EVERY YEAR (present 2004-2006, 3 of 16 years) — absent years come back as a marked all-NA column."
d524d1,rename,d524d1,2004,2025,,,,continuous,"deflactado, anualizado - (ocupación principal) ingreso liquido :: QUESTION REWORDED across years — check for a redefinition."
d524e1,rename,d524e1,2007,2025,,,,continuous,"deflactado, anualizado - (ocupación principal) ingreso liquido :: NOT COLLECTED EVERY YEAR (present 2007-2025, 13 of 16 years) — absent years come back as a marked all-NA column."
d5291b,rename,d5291b,2020,2025,,,,continuous,"(deflactado, anualizado) en su ocupación principal, ¿con qué frecuencia y en cuá :: NOT COLLECTED EVERY YEAR (present 2020-2025, 3 of 16 years) — absent years come back as a marked all-NA column."
d5292b,rename,d5292b,2020,2025,,,,continuous,"(deflactado, anualizado) en su ocupación principal, ¿con qué frecuencia y en cuá :: NOT COLLECTED EVERY YEAR (present 2020-2025, 3 of 16 years) — absent years come back as a marked all-NA column."
