canonical,kind,raw,year_start,year_end,recode,unit,level,status,note
a_o,rename,a_o,2006,2006,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2006-2006, 1 of 16 years) — absent years come back as a marked all-NA column."
aÑo,rename,aÑo,2004,2025,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2004-2025, 15 of 16 years) — absent years come back as a marked all-NA column."
blibre04,rename,blibre04,2004,2004,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2004-2004, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre05,rename,blibre05,2005,2005,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2005-2005, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre06,rename,blibre06,2006,2006,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2006-2006, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre07,rename,blibre07,2007,2007,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2007-2007, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre08,rename,blibre08,2008,2008,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2008-2008, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre09,rename,blibre09,2009,2009,,,,continuous,"identificador de bien libre :: NOT COLLECTED EVERY YEAR (present 2009-2009, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre10,rename,blibre10,2010,2010,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2010-2010, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre11,rename,blibre11,2011,2011,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2011-2011, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre12,rename,blibre12,2012,2012,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2012-2012, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre13,rename,blibre13,2013,2013,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2013-2013, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre14,rename,blibre14,2014,2014,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2014-2014, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre15,rename,blibre15,2015,2015,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2015-2015, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre16,rename,blibre16,2016,2016,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2016-2016, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre20,rename,blibre20,2020,2020,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre24,rename,blibre24,2024,2024,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2024-2024, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre25,rename,blibre25,2025,2025,,,,continuous,"Bien Libre :: NOT COLLECTED EVERY YEAR (present 2025-2025, 1 of 16 years) — absent years come back as a marked all-NA column."
codinfor,rename,codinfor,2004,2025,,,,continuous,código del informante :: QUESTION REWORDED across years — check for a redefinition.
codperso,rename,codperso,2004,2025,,,,continuous,código de persona :: QUESTION REWORDED across years — check for a redefinition.
conglome,rename,conglome,2004,2025,,,,continuous,conglomerado :: QUESTION REWORDED across years — check for a redefinition.
d41601,rename,d41601,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por la consulta? :: QUESTION REWORDED across years — check for a redefinition."
d41602,rename,d41602,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por las medicinas? :: QUESTION REWORDED across years — check for a redefinition."
d41603,rename,d41603,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por los análisis? :: QUESTION REWORDED across years — check for a redefinition."
d41604,rename,d41604,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por los rayos x? :: QUESTION REWORDED across years — check for a redefinition."
d41605,rename,d41605,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por los otros exámenes? :: QUESTION REWORDED across years — check for a redefinition."
d41606,rename,d41606,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por el servicio dental? :: QUESTION REWORDED across years — check for a redefinition."
d41607,rename,d41607,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por el servicio oftalmológico? :: QUESTION REWORDED across years — check for a redefinition."
d41608,rename,d41608,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por el servicio de los lentes? :: QUESTION REWORDED across years — check for a redefinition."
d41609,rename,d41609,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por las vacunas? :: QUESTION REWORDED across years — check for a redefinition."
d41610,rename,d41610,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por el control de salud de los niño :: QUESTION REWORDED across years — check for a redefinition."
d41611,rename,d41611,2004,2025,,,,continuous,"(deflactado, anualizado) ¿monto total pagado por los anticonceptivos? :: QUESTION REWORDED across years — check for a redefinition."
