canonical,kind,raw,year_start,year_end,recode,unit,level,status,note
a_o,rename,a_o,2004,2011,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2004-2011, 3 of 14 years) — absent years come back as a marked all-NA column."
aÑo,rename,aÑo,2005,2025,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2005-2025, 11 of 14 years) — absent years come back as a marked all-NA column."
codinfor,rename,codinfor,2004,2025,,,,continuous,código de informante del capítulo 800 :: QUESTION REWORDED across years — check for a redefinition.
conglome,rename,conglome,2004,2025,,,,continuous,conglomerado :: QUESTION REWORDED across years — check for a redefinition.
dominio,rename,dominio,2004,2025,,,,label_change,dominio :: QUESTION REWORDED across years — check for a redefinition.
estrato,rename,estrato,2004,2025,,,,label_change,estrato geografico :: QUESTION REWORDED across years — check for a redefinition.
factor07,rename,factor07,2004,2025,,,,continuous,factor de expanción de hogar proyección cpv 2007 :: QUESTION REWORDED across years — check for a redefinition.
factor_p,rename,factor_p,2020,2020,,,,continuous,"factor de expansión anual - tipo presencial - proyecciones cpv-2007 :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked all-NA column."
hogar,rename,hogar,2004,2025,,,,continuous,hogar :: QUESTION REWORDED across years — check for a redefinition.
mes,rename,mes,2004,2025,,,,continuous,mes de ejecución de la encuesta :: QUESTION REWORDED across years — check for a redefinition.
nconglome,rename,nconglome,2020,2025,,,,continuous,"número de conglomerado (proveniente del marco) :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
p801_1,rename,p801_1,2004,2025,,,,recode_confirmed,"CODING CONFIRMED TO HAVE MOVED, from the DATA (not the labels): minimum moves [0, 1] — values shifted. Detected by a MINIMUM SHIFT in the observed value set — the silent-flip signature (0/1 -> 1/2). Counts do not move their minimum, so this test does not false-positive on them (p104/mieperho/p208a all pass clean). ¿ usted o algún miembro pertenece, o está inscrito en : clubes y asociaciones de :: CODING MOVED UNDER A STABLE NAME — 2 FLOOR, NOT A TOTAL: recode_confirmed is detected by a MINIMUM SHIFT in the observed value set (0/1 -> 1/2). It CANNOT see a recode whose minimum is stable — a category silently redefined mid-range (1,2,3,4 stays 1,2,3,4 but '3' changes meaning), or two categories merging. Stable-minimum recodes are a KNOWN BLIND SPOT, not yet scanned. Do not read 189 as complete."
p801_10,rename,p801_10,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : asociación de padres de :: CODING MOVED UNDER A STABLE NAME — 2005: 10 | 2007: 10 | 2008: 10 | 2009: 10 | 2010: 10 | 2012: 10 | 2013: 0, 10 | 2014: 10 | 2015: 10 | 2020: 10 | 2025: 0, 10. Do not pool on a code without checking the year."
p801_11,rename,p801_11,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : vaso de leche ? :: CODING MOVED UNDER A STABLE NAME — 2005: 11 | 2007: 11 | 2008: 11 | 2009: 11 | 2010: 11 | 2012: 11 | 2013: 0, 11 | 2014: 11 | 2015: 11 | 2020: 11 | 2025: 0, 11. Do not pool on a code without checking the year."
p801_12,rename,p801_12,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : comedor popular ? :: CODING MOVED UNDER A STABLE NAME — 2005: 12 | 2007: 12 | 2008: 12 | 2009: 12 | 2010: 12 | 2012: 12 | 2013: 0, 12 | 2014: 12 | 2015: 12 | 2020: 12 | 2025: 0, 12. Do not pool on a code without checking the year."
p801_13,rename,p801_13,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : mesa de concertación ? :: CODING MOVED UNDER A STABLE NAME — 2005: 13 | 2007: 13 | 2008: 13 | 2009: 13 | 2010: 13 | 2012: 13 | 2013: 0, 13 | 2014: 14 | 2015: 13 | 2020: 13 | 2025: 0, 13. Do not pool on a code without checking the year."
p801_14,rename,p801_14,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : comité local administrat :: CODING MOVED UNDER A STABLE NAME — 2005: 14 | 2007: 14 | 2008: 14 | 2009: 14 | 2010: 14 | 2012: 14 | 2013: 0, 14 | 2014: 15 | 2015: 14 | 2020: 14 | 2025: 0, 14. Do not pool on a code without checking the year."
p801_15,rename,p801_15,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : nucleo ejecutor? :: CODING MOVED UNDER A STABLE NAME — 2005: 15 | 2007: 15 | 2008: 15 | 2009: 15 | 2010: 15 | 2012: 15 | 2013: 0, 15 | 2014: 16 | 2015: 15 | 2020: 15 | 2025: 0, 15. Do not pool on a code without checking the year."
p801_15a,rename,p801_15a,2004,2004,,,,continuous,"¿ usted o algún miembro pertenece, o está inscrito en : programa a trabajar urba :: NOT COLLECTED EVERY YEAR (present 2004-2004, 1 of 14 years) — absent years come back as a marked all-NA column."
p801_16,rename,p801_16,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : comité de gestión munici :: CODING MOVED UNDER A STABLE NAME — 2005: 16 | 2007: 16 | 2008: 16 | 2009: 16 | 2010: 16 | 2012: 16 | 2013: 0, 16 | 2014: 17 | 2015: 16 | 2020: 16 | 2025: 0, 16. Do not pool on a code without checking the year."
p801_16a,rename,p801_16a,2004,2004,,,,continuous,"¿ usted o algún miembro pertenece, o está inscrito en : programa a trabajar rura :: NOT COLLECTED EVERY YEAR (present 2004-2004, 1 of 14 years) — absent years come back as a marked all-NA column."
p801_17,rename,p801_17,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : otro ? :: CODING MOVED UNDER A STABLE NAME — 2005: 17 | 2007: 17 | 2008: 17 | 2009: 17 | 2010: 17 | 2012: 17 | 2013: 0, 17 | 2014: 18 | 2015: 17 | 2020: 17 | 2025: 0, 17. Do not pool on a code without checking the year."
p801_18,rename,p801_18,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : no pertenece, no partici :: CODING MOVED UNDER A STABLE NAME — 2005: 18 | 2007: 18 | 2008: 18 | 2009: 18 | 2010: 18 | 2012: 18 | 2013: 0, 18 | 2014: 18 | 2015: 18 | 2020: 18 | 2025: 0, 18. Do not pool on a code without checking the year."
p801_19,rename,p801_19,2007,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : no pertenece, no partici :: CODING MOVED UNDER A STABLE NAME — 2007: 19 | 2008: 19 | 2009: 19 | 2010: 19 | 2012: 19 | 2013: 0, 19 | 2014: 19 | 2015: 19 | 2020: 19 | 2025: 0, 19. Do not pool on a code without checking the year."
p801_2,rename,p801_2,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : agrupaciones y/o partido :: CODING MOVED UNDER A STABLE NAME — 2005: 2 | 2007: 2 | 2008: 2 | 2009: 2 | 2010: 2 | 2012: 2 | 2013: 0, 2 | 2014: 2 | 2015: 2 | 2020: 2 | 2025: 0, 2. Do not pool on a code without checking the year."
p801_20,rename,p801_20,2020,2025,,,,code_change,"¿usted o algún miembro de su hogar pertenece o participa en algún grupo, organiz :: CODING MOVED UNDER A STABLE NAME — 2020: 20 | 2025: 0, 20. Do not pool on a code without checking the year."
p801_3,rename,p801_3,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : clubes culturales (danza :: CODING MOVED UNDER A STABLE NAME — 2005: 3 | 2007: 3 | 2008: 3 | 2009: 3 | 2010: 3 | 2012: 3 | 2013: 0, 3 | 2014: 3 | 2015: 3 | 2020: 3 | 2025: 0, 3. Do not pool on a code without checking the year."
p801_4,rename,p801_4,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : asociación vecinal ? :: CODING MOVED UNDER A STABLE NAME — 2005: 4 | 2007: 4 | 2008: 4 | 2009: 4 | 2010: 4 | 2012: 4 | 2013: 0, 4 | 2014: 4 | 2015: 4 | 2020: 4 | 2025: 0, 4. Do not pool on a code without checking the year."
p801_5,rename,p801_5,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : rondas campesinas ? :: CODING MOVED UNDER A STABLE NAME — 2005: 5 | 2007: 5 | 2008: 5 | 2009: 5 | 2010: 5 | 2012: 5 | 2013: 0, 5 | 2014: 5 | 2015: 5 | 2020: 5 | 2025: 0, 5. Do not pool on a code without checking the year."
p801_6,rename,p801_6,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : asociación de regantes ? :: CODING MOVED UNDER A STABLE NAME — 2005: 6 | 2007: 6 | 2008: 6 | 2009: 6 | 2010: 6 | 2012: 6 | 2013: 0, 6 | 2014: 6 | 2015: 6 | 2020: 6 | 2025: 0, 6. Do not pool on a code without checking the year."
p801_7,rename,p801_7,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : asociaciones profesional :: CODING MOVED UNDER A STABLE NAME — 2005: 7 | 2007: 7 | 2008: 7 | 2009: 7 | 2010: 7 | 2012: 7 | 2013: 0, 7 | 2014: 7 | 2015: 7 | 2020: 7 | 2025: 0, 7. Do not pool on a code without checking the year."
p801_8,rename,p801_8,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : asociación de trabajador :: CODING MOVED UNDER A STABLE NAME — 2005: 8 | 2007: 8 | 2008: 8 | 2009: 8 | 2010: 8 | 2012: 8 | 2013: 0, 8 | 2014: 8 | 2015: 8 | 2020: 8 | 2025: 0, 8. Do not pool on a code without checking the year."
p801_9,rename,p801_9,2004,2025,,,,code_change,"¿ usted o algún miembro pertenece, o está inscrito en : clubes de madres ? :: CODING MOVED UNDER A STABLE NAME — 2005: 9 | 2007: 9 | 2008: 9 | 2009: 9 | 2010: 9 | 2012: 9 | 2013: 0, 9 | 2014: 9 | 2015: 9 | 2020: 9 | 2025: 0, 9. Do not pool on a code without checking the year."
p806,rename,p806,2004,2025,,,,label_change,¿ por qué no ha participado ? :: QUESTION REWORDED across years — check for a redefinition.
sub_conglome,rename,sub_conglome,2020,2025,,,,continuous,"número de subconglomerado (proveniente del marco) :: NOT COLLECTED EVERY YEAR (present 2020-2025, 2 of 14 years) — absent years come back as a marked all-NA column."
ticuest0,rename,ticuest0,2011,2012,,,,intermittent,"origen de cuestionario :: NOT COLLECTED EVERY YEAR (present 2011-2012, 2 of 14 years) — absent years come back as a marked all-NA column."
ticuest01,rename,ticuest01,2013,2025,,,,recode_confirmed,"CODING CONFIRMED TO HAVE MOVED, from the DATA (not the labels): minimum moves [1, 2] — values shifted. Detected by a MINIMUM SHIFT in the observed value set — the silent-flip signature (0/1 -> 1/2). Counts do not move their minimum, so this test does not false-positive on them (p104/mieperho/p208a all pass clean). origen de cuestionario :: NOT COLLECTED EVERY YEAR (present 2013-2025, 5 of 14 years) — absent years come back as a mark FLOOR, NOT A TOTAL: recode_confirmed is detected by a MINIMUM SHIFT in the observed value set (0/1 -> 1/2). It CANNOT see a recode whose minimum is stable — a category silently redefined mid-range (1,2,3,4 stays 1,2,3,4 but '3' changes meaning), or two categories merging. Stable-minimum recodes are a KNOWN BLIND SPOT, not yet scanned. Do not read 189 as complete."
tipocuestionario,rename,tipocuestionario,2020,2020,,,,intermittent,"tipo de cuestionario :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked all-NA column."
tipoentrevista,rename,tipoentrevista,2020,2020,,,,intermittent,"tipo de entrevista :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 14 years) — absent years come back as a marked all-NA column."
ubigeo,rename,ubigeo,2004,2025,,,,continuous,código de distrito ( ubicación geográfica ) :: QUESTION REWORDED across years — check for a redefinition.
vivienda,rename,vivienda,2004,2025,,,,continuous,número de selección de vivienda :: QUESTION REWORDED across years — check for a redefinition.
