canonical,kind,raw,year_start,year_end,recode,unit,level,status,note
a_o,rename,a_o,2004,2006,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2004-2006, 2 of 16 years) — absent years come back as a marked all-NA column."
aÑo,rename,aÑo,2005,2025,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2005-2025, 13 of 16 years) — absent years come back as a marked all-NA column."
año,rename,año,2013,2013,,,,confirmed,"año :: NOT COLLECTED EVERY YEAR (present 2013-2013, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre04,rename,blibre04,2004,2004,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2004-2004, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre05,rename,blibre05,2005,2005,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2005-2005, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre06,rename,blibre06,2006,2006,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2006-2006, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre07,rename,blibre07,2007,2007,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2007-2007, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre08,rename,blibre08,2008,2008,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2008-2008, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre09,rename,blibre09,2009,2009,,,,continuous,"identificador de bien libre :: NOT COLLECTED EVERY YEAR (present 2009-2009, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre10,rename,blibre10,2010,2010,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2010-2010, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre11,rename,blibre11,2011,2011,,,,continuous,"identificador del bien libre    identificador bien libre :: NOT COLLECTED EVERY YEAR (present 2011-2011, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre12,rename,blibre12,2012,2012,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2012-2012, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre13,rename,blibre13,2013,2013,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2013-2013, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre14,rename,blibre14,2014,2014,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2014-2014, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre15,rename,blibre15,2015,2015,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2015-2015, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre16,rename,blibre16,2016,2016,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2016-2016, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre20,rename,blibre20,2020,2020,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre24,rename,blibre24,2024,2024,,,,continuous,"bien libre :: NOT COLLECTED EVERY YEAR (present 2024-2024, 1 of 16 years) — absent years come back as a marked all-NA column."
blibre25,rename,blibre25,2025,2025,,,,continuous,"Bien Libre :: NOT COLLECTED EVERY YEAR (present 2025-2025, 1 of 16 years) — absent years come back as a marked all-NA column."
codpag,rename,codpag,2008,2008,,,,continuous,"codigo del grupo de alimentos :: NOT COLLECTED EVERY YEAR (present 2008-2008, 1 of 16 years) — absent years come back as a marked all-NA column."
conglome,rename,conglome,2004,2025,,,,continuous,número del conglomerado :: QUESTION REWORDED across years — check for a redefinition.
d601c,rename,d601c,2004,2025,,,,continuous,"(deflactado, anualizado) monto total de la compra (en s/.) :: NOT COLLECTED EVERY YEAR (present 2004-2025, 15 of 16 years) — absent years come back as a marked all-NA column."
d601e,rename,d601e,2009,2009,,,,continuous,"(deflactado, anualizado) monto total de la compra (en s/.) :: NOT COLLECTED EVERY YEAR (present 2009-2009, 1 of 16 years) — absent years come back as a marked all-NA column."
dominio,rename,dominio,2004,2025,,,,label_change,dominio :: QUESTION REWORDED across years — check for a redefinition.
estrato,rename,estrato,2004,2025,,,,label_change,estrato geográfico :: QUESTION REWORDED across years — check for a redefinition.
factor07,rename,factor07,2004,2025,,,,continuous,factor de expanción de hogar proyección cpv 2007 :: QUESTION REWORDED across years — check for a redefinition.
factor_p,rename,factor_p,2020,2020,,,,continuous,"factor de expansión anual - tipo presencial - proyecciones cpv-2007 :: NOT COLLECTED EVERY YEAR (present 2020-2020, 1 of 16 years) — absent years come back as a marked all-NA column."
hogar,rename,hogar,2004,2025,,,,continuous,hogar :: QUESTION REWORDED across years — check for a redefinition.
i601b2,rename,i601b2,2004,2025,,,,continuous,"(imputado, deflactado, trimestralizado) ¿cuál fue la cantidad comprada de el(la) :: QUESTION REWORDED across years — check for a redefinition."
i601c,rename,i601c,2004,2025,,,,continuous,"(imputado, deflactado, trimestralizado) ¿cuánto fue el monto total en s/. de la :: QUESTION REWORDED across years — check for a redefinition."
i601d2,rename,i601d2,2004,2025,,,,continuous,"(imputado, deflactado, trimestralizado) ¿cuál fue la cantidad consumida de el(la :: QUESTION REWORDED across years — check for a redefinition."
i601e,rename,i601e,2004,2025,,,,continuous,"(imputado, deflactado, anualizado) monto total de la donado (en s/.) :: QUESTION REWORDED across years — check for a redefinition."
mes,rename,mes,2004,2025,,,,recode_confirmed,"CODING CONFIRMED TO HAVE MOVED, from the DATA (not the labels): minimum moves [1, 8] — values shifted. Detected by a MINIMUM SHIFT in the observed value set — the silent-flip signature (0/1 -> 1/2). Counts do not move their minimum, so this test does not false-positive on them (p104/mieperho/p208a all pass clean). mes de ejecución de la encuesta :: QUESTION REWORDED across years — check for a redefinition. FLOOR, NOT A TOTAL: recode_confirmed is detected by a MINIMUM SHIFT in the observed value set (0/1 -> 1/2). It CANNOT see a recode whose minimum is stable — a category silently redefined mid-range (1,2,3,4 stays 1,2,3,4 but '3' changes meaning), or two categories merging. Stable-minimum recodes are a KNOWN BLIND SPOT, not yet scanned. Do not read 189 as complete."
nconglome,rename,nconglome,2016,2025,,,,continuous,"número de conglomerado (proveniente del marco) :: NOT COLLECTED EVERY YEAR (present 2016-2025, 4 of 16 years) — absent years come back as a marked all-NA column."
p601a,rename,p601a,2004,2025,,,,label_change,código del producto ( según cuestionario enaho.01 ) :: QUESTION REWORDED across years — check for a redefinition.
p601a1,rename,p601a1,2004,2025,,,,label_change,¿ obtuvieron el producto por : compra ? :: QUESTION REWORDED across years — check for a redefinition.
p601a2,rename,p601a2,2004,2025,,,,code_change,"¿ obtuvieron el producto por : autoconsumo ? :: CODING MOVED UNDER A STABLE NAME — 2005: 0, 1 | 2007: 0, 2 | 2008: 0, 2 | 2009: 0, 2 | 2010: 0, 2 | 2011: 0, 2 | 2012: 1 | 2013: 0, 1 | 2014: 1 | 2015: 1 | 2016: 0, 1 | 2020: 0, 1 | 2024: 0, 1 | 2025: 0, 1. Do not pool on a code without checking the year."
p601a3,rename,p601a3,2004,2025,,,,code_change,"¿ obtuvieron el producto por : autosuministro ? :: CODING MOVED UNDER A STABLE NAME — 2005: 0, 1 | 2007: 0, 3 | 2008: 0, 3 | 2009: 0, 3 | 2010: 0, 3 | 2011: 0, 3 | 2012: 1 | 2013: 0, 1 | 2014: 1 | 2015: 1 | 2016: 0, 1 | 2020: 0, 1 | 2024: 0, 1 | 2025: 0, 1. Do not pool on a code without checking the year."
p601a4,rename,p601a4,2004,2025,,,,code_change,"¿ obtuvieron el producto como : pago a un miembro del hogar ? :: CODING MOVED UNDER A STABLE NAME — 2005: 0, 1 | 2007: 0, 4 | 2008: 0, 4 | 2009: 0, 4 | 2010: 0, 4 | 2011: 0, 4 | 2012: 1 | 2013: 0, 1 | 2014: 1 | 2015: 1 | 2016: 0, 1 | 2020: 0, 1 | 2024: 0, 1 | 2025: 0, 1. Do not pool on a code without checking the year."
p601a5,rename,p601a5,2004,2025,,,,code_change,"¿ obtuvieron el producto : regalado por miembro de otro hogar ? :: CODING MOVED UNDER A STABLE NAME — 2005: 0, 1 | 2007: 0, 5 | 2008: 0, 5 | 2009: 0, 5 | 2010: 0, 5 | 2011: 0, 5 | 2012: 1 | 2013: 0, 1 | 2014: 1 | 2015: 1 | 2016: 0, 1 | 2020: 0, 1 | 2024: 0, 1 | 2025: 0, 1. Do not pool on a code without checking the year."
p601a6,rename,p601a6,2004,2025,,,,code_change,"¿ obtuvieron el producto : regalado por algún programa social ? :: CODING MOVED UNDER A STABLE NAME — 2005: 0, 1 | 2007: 0, 6 | 2008: 0, 6 | 2009: 0, 6 | 2010: 0, 6 | 2011: 0, 6 | 2012: 1 | 2013: 0, 1 | 2014: 1 | 2015: 1 | 2016: 0, 1 | 2020: 0, 1 | 2024: 0, 1 | 2025: 0, 1. Do not pool on a code without checking the year."
p601a7,rename,p601a7,2004,2025,,,,code_change,"¿ obtuvieron el producto por : otros medios ? :: CODING MOVED UNDER A STABLE NAME — 2005: 0, 1 | 2007: 0, 7 | 2008: 0, 7 | 2009: 0, 7 | 2010: 0, 7 | 2011: 0, 7 | 2012: 1 | 2013: 0, 1 | 2014: 1 | 2015: 1 | 2016: 0, 1 | 2020: 0, 1 | 2024: 0, 1 | 2025: 0, 1. Do not pool on a code without checking the year."
p601b,rename,p601b,2004,2025,,,,label_change,"en los últimos 15 días, ud. o algún miembro ¿ obtuvieron el producto ? :: QUESTION REWORDED across years — check for a redefinition."
p601b1,rename,p601b1,2004,2025,,,,code_change,"¿ con qué frecuencia se compró el producto ? :: CODING MOVED UNDER A STABLE NAME — 2005: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2007: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2008: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2009: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2010: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2011: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 | 2012: 0, . Do not pool on a code without checking the year."
p601b2,rename,p601b2,2004,2025,,,,continuous,¿ cuál fue la cantidad comprada del producto ? :: QUESTION REWORDED across years — check for a redefinition.
p601b3,rename,p601b3,2004,2025,,,,code_change,"unidad de medida del producto comprado :: CODING MOVED UNDER A STABLE NAME — 2005: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 44, 45 | 2007: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 3. Do not pool on a code without checking the year."
